"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"209","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","769","Local variable 'viewUnidadeId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"210","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","771","Avoid excessively long variable names like unidadeGstrSolucao","Naming","LongVariable"
"211","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","771","Local variable 'unidadeGstrSolucao' could be declared final","Optimization","LocalVariableCouldBeFinal"
"212","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","793","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"213","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","794","Local variable 'numeroDemanda' could be declared final","Optimization","LocalVariableCouldBeFinal"
"214","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","795","Avoid excessively long variable names like numeroAditivoDemanda","Naming","LongVariable"
"215","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","795","Local variable 'numeroAditivoDemanda' could be declared final","Optimization","LocalVariableCouldBeFinal"
"216","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","799","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"217","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","801","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"218","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","2","810","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration","IntegerInstantiation"
"219","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","819","Parameter 'situacaoFase' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"220","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","820","Found 'DD'-anomaly for variable 'demandas' (lines '820'-'826').","Controversial","DataflowAnomalyAnalysis"
"221","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","821","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"222","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","823","The String literal 'situacao' appears 4 times in this file; the first occurrence is on line 823","String and StringBuffer","AvoidDuplicateLiterals"
"223","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","838","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"224","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","839","Parameter 'situacaoFase' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"225","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","840","Local variable 'sql' could be declared final","Optimization","LocalVariableCouldBeFinal"
"226","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","840","StringBuffer constructor is initialized with size 44, but has at least 165 characters appended.","String and StringBuffer","InsufficientStringBufferDeclaration"
"227","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","843","StringBuffer (or StringBuilder).append is called 2 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"228","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","853","Avoid concatenating nonliterals in a StringBuffer/StringBuilder constructor or append().","String and StringBuffer","InefficientStringBuffering"
"229","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","856","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"230","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","861","Local variable 'results' could be declared final","Optimization","LocalVariableCouldBeFinal"
"231","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","868","Parameter 'situacaoFase' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"232","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","868","The method 'buscaDemandaItens' has a Cyclomatic Complexity of 11.","Code Size","CyclomaticComplexity"
"233","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","868","The method 'buscaDemandaItens' has a Modified Cyclomatic Complexity of 11.","Code Size","ModifiedCyclomaticComplexity"
"234","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","868","The method 'buscaDemandaItens' has a Standard Cyclomatic Complexity of 11.","Code Size","StdCyclomaticComplexity"
"235","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","868","The method buscaDemandaItens() has an NPath complexity of 324","Code Size","NPathComplexity"
"236","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","869","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"237","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","870","Avoid variables with short names like sb","Naming","ShortVariable"
"238","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","870","Local variable 'sb' could be declared final","Optimization","LocalVariableCouldBeFinal"
"239","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","870","StringBuffer constructor is initialized with size 16, but has at least 591 characters appended.","String and StringBuffer","InsufficientStringBufferDeclaration"
"240","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","871","StringBuffer (or StringBuilder).append is called 11 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"241","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","871","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"242","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","872","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"243","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","873","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"244","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","873","The String literal ' 	dem.anoDemanda, ' appears 6 times in this file; the first occurrence is on line 873","String and StringBuffer","AvoidDuplicateLiterals"
"245","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","874","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"246","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","874","The String literal ' 	dem.numeroAditivoDemanda, ' appears 6 times in this file; the first occurrence is on line 874","String and StringBuffer","AvoidDuplicateLiterals"
"247","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","875","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"248","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","875","The String literal ' 	dem.descricaoDemanda, ' appears 4 times in this file; the first occurrence is on line 875","String and StringBuffer","AvoidDuplicateLiterals"
"249","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","876","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"250","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","877","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"251","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","878","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"252","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","879","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"253","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","880","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"254","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","885","StringBuffer (or StringBuilder).append is called 2 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"255","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","907","StringBuffer (or StringBuilder).append is called 8 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"256","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","907","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"257","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","908","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"258","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","909","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"259","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","910","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"260","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","910","The String literal ' 	dem.descricaoDemanda ' appears 4 times in this file; the first occurrence is on line 910","String and StringBuffer","AvoidDuplicateLiterals"
"261","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","911","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"262","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","912","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"263","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","913","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"264","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","916","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"265","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","945","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"266","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","947","Avoid variables with short names like sb","Naming","ShortVariable"
"267","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","947","Local variable 'sb' could be declared final","Optimization","LocalVariableCouldBeFinal"
"268","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","947","StringBuffer constructor is initialized with size 16, but has at least 629 characters appended.","String and StringBuffer","InsufficientStringBufferDeclaration"
"269","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","948","StringBuffer (or StringBuilder).append is called 12 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"270","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","948","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"271","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","949","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"272","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","950","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"273","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","951","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"274","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","952","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"275","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","953","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"276","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","954","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"277","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","955","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"278","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","956","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"279","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","957","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"280","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","958","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"281","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","973","StringBuffer (or StringBuilder).append is called 8 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"282","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","973","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"283","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","974","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"284","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","975","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"285","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","976","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"286","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","977","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"287","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","978","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"288","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","979","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"289","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","982","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"290","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","998","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"291","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1006","Parameter 'bem' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"292","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1006","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"293","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1006","The method 'buscaItensDemanda' has a Cyclomatic Complexity of 12.","Code Size","CyclomaticComplexity"
"294","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1006","The method buscaItensDemanda() has an NPath complexity of 768","Code Size","NPathComplexity"
"295","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1007","Avoid excessively long variable names like codItemOrcamentario","Naming","LongVariable"
"296","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","2","1007","Avoid reassigning parameters such as 'codItemOrcamentario'","Design","AvoidReassigningParameters"
"297","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1007","Parameter 'servico' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"298","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1008","Avoid variables with short names like sb","Naming","ShortVariable"
"299","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1008","Local variable 'sb' could be declared final","Optimization","LocalVariableCouldBeFinal"
"300","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1008","StringBuffer constructor is initialized with size 16, but has at least 561 characters appended.","String and StringBuffer","InsufficientStringBufferDeclaration"
"301","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1009","StringBuffer (or StringBuilder).append is called 13 consecutive times with literal Strings. Use a single append with a single combined String.","String and StringBuffer","ConsecutiveLiteralAppends"
"302","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1009","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"303","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1010","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"304","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1011","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"305","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1012","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"306","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1013","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"307","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1014","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"308","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1015","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"309","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1016","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"310","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1017","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"311","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1018","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"312","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1019","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"313","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1020","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","String and StringBuffer","ConsecutiveAppendsShouldReuse"
"314","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1022","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"315","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1040","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"316","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1053","Use equals() to compare strings instead of '==' or '!='","String and StringBuffer","UseEqualsToCompareStrings"
"317","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1055","Local variable 'cod' could be declared final","Optimization","LocalVariableCouldBeFinal"
"318","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1062","Found 'UR'-anomaly for variable 'unidadeGstrBem' (lines '1,062'-'1,068').","Controversial","DataflowAnomalyAnalysis"
